HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShotOnTarget,AwayShotOnTarget
Liverpool,Aston Villa,3,0,,
Sheffield Weds,Nott'm Forest,1,3,,
QPR,Arsenal,1,1,,
Wimbledon,Chelsea,1,1,,
Leeds,Bolton,0,1,,
Tottenham,Southampton,1,0,,
Man City,Blackburn,1,1,,
Coventry,West Ham,2,2,,
Middlesbrough,Everton,0,2,,
Aston Villa,Blackburn,2,0,,
Bolton,Man United,0,6,,
Blackburn,Liverpool,2,3,,
Everton,Nott'm Forest,3,0,,
West Ham,Arsenal,0,1,,
Man City,Newcastle,3,3,,
Wimbledon,Aston Villa,3,3,,
Coventry,Middlesbrough,0,0,,
Southampton,Chelsea,2,3,,
Tottenham,Sheffield Weds,1,0,,
Man United,Everton,2,0,,
West Ham,Newcastle,2,0,,
Middlesbrough,Bolton,1,4,,
Sheffield Weds,QPR,1,3,,
Chelsea,West Ham,1,2,,
Tottenham,West Ham,0,1,,
QPR,Liverpool,1,2,,
Sheffield Weds,Wimbledon,2,1,,
Coventry,Chelsea,1,0,,
Bolton,Aston Villa,0,2,,
Everton,Man City,2,0,,
Man United,Blackburn,1,0,,
Middlesbrough,Newcastle,1,2,,
Nott'm Forest,Arsenal,0,1,,
Chelsea,Middlesbrough,5,0,,
Southampton,Everton,2,2,,
Liverpool,Tottenham,0,0,,
Newcastle,Sheffield Weds,2,0,,
Arsenal,Coventry,1,1,,
West Ham,Nott'm Forest,1,0,,
Aston Villa,Leeds,3,0,,
Man City,QPR,2,0,,
Blackburn,Bolton,3,1,,
Wimbledon,Man United,2,4,,
West Ham,Coventry,3,2,,
Southampton,Man City,1,1,,
Nott'm Forest,Leeds,2,1,,
Aston Villa,Liverpool,0,2,,
West Ham,Man United,0,1,,
Aston Villa,Tottenham,2,1,,
Blackburn,Sheffield Weds,3,0,,
Chelsea,Nott'm Forest,1,0,,
Man City,Coventry,1,1,,
Wimbledon,QPR,2,1,,
Liverpool,Leeds,5,0,,
Newcastle,Bolton,2,1,,
Southampton,Middlesbrough,2,1,,
Arsenal,Everton,1,2,,
Coventry,Newcastle,0,1,,
QPR,Blackburn,0,1,,
Tottenham,Man City,1,0,,
Leeds,West Ham,2,0,,
Nott'm Forest,Southampton,1,0,,
Man United,Aston Villa,0,0,,
Bolton,Wimbledon,1,0,,
Sheffield Weds,Liverpool,1,1,,
Middlesbrough,Arsenal,2,3,,
Everton,Chelsea,1,1,,
QPR,Chelsea,1,2,,
Newcastle,Arsenal,2,0,,
Tottenham,Man United,4,1,,
Leeds,Blackburn,0,0,,
Sheffield Weds,Bolton,4,2,,
Liverpool,Nott'm Forest,4,2,,
Man City,West Ham,2,1,,
Wimbledon,Everton,2,3,,
Coventry,Southampton,1,1,,
Middlesbrough,Aston Villa,0,2,,
Blackburn,Tottenham,2,1,,
Arsenal,Wimbledon,1,3,,
Everton,Leeds,2,0,,
Chelsea,Liverpool,2,2,,
Bolton,Coventry,1,2,,
Man United,QPR,2,1,,
Nott'm Forest,Middlesbrough,1,0,,
Bolton,Leeds,0,2,,
Man United,Newcastle,2,0,,
Nott'm Forest,Sheffield Weds,1,0,,
Blackburn,Man City,2,0,,
Southampton,Tottenham,0,0,,
Arsenal,QPR,3,0,,
Everton,Middlesbrough,4,0,,
Chelsea,Wimbledon,1,2,,
Leeds,Man United,3,1,,
Coventry,Everton,2,1,,
Middlesbrough,West Ham,4,2,,
Newcastle,Nott'm Forest,3,1,,
Man City,Chelsea,0,1,,
Wimbledon,Blackburn,1,1,,
Liverpool,Arsenal,3,1,,
Tottenham,Bolton,2,2,,
QPR,Aston Villa,1,0,,
Sheffield Weds,Southampton,2,2,,
Man City,Nott'm Forest,1,1,,
Liverpool,Man United,2,0,,
Wimbledon,Tottenham,0,1,,
Blackburn,Middlesbrough,1,0,,
QPR,Bolton,2,1,,
West Ham,Southampton,2,1,,
Arsenal,Chelsea,1,1,,
Sheffield Weds,Leeds,6,2,,
Newcastle,Everton,1,0,,
Aston Villa,Coventry,4,1,,
Everton,West Ham,3,0,,
Nott'm Forest,Aston Villa,1,1,,
Tottenham,QPR,1,0,,
Bolton,Liverpool,0,1,,
Man United,Sheffield Weds,2,2,,
Leeds,Wimbledon,1,1,,
Southampton,Arsenal,0,0,,
Coventry,Blackburn,5,0,,
Middlesbrough,Man City,4,1,,
Chelsea,Newcastle,1,0,,
Sheffield Weds,Coventry,4,3,,
Wimbledon,Newcastle,3,3,,
Tottenham,Everton,0,0,,
Bolton,Nott'm Forest,1,1,,
Leeds,Man City,0,1,,
Liverpool,Southampton,1,1,,
QPR,Middlesbrough,1,1,,
Blackburn,West Ham,4,2,,
Man United,Chelsea,1,1,,
Aston Villa,Arsenal,1,1,,
Nott'm Forest,Man United,1,1,,
Arsenal,Blackburn,0,0,,
Newcastle,Leeds,2,1,,
Southampton,Bolton,1,0,,
Coventry,Wimbledon,3,3,,
Chelsea,Tottenham,0,0,,
Everton,Sheffield Weds,2,2,,
Middlesbrough,Liverpool,2,1,,
Man City,Aston Villa,1,0,,
West Ham,QPR,1,0,,
West Ham,Liverpool,0,0,,
Chelsea,Bolton,3,2,,
Coventry,Man United,0,4,,
Everton,QPR,2,0,,
Man City,Wimbledon,1,0,,
Middlesbrough,Tottenham,0,1,,
Arsenal,Sheffield Weds,4,2,,
Southampton,Aston Villa,0,1,,
QPR,Coventry,1,1,,
Sheffield Weds,Man City,1,1,,
Liverpool,Everton,1,2,,
Bolton,West Ham,0,3,,
Blackburn,Nott'm Forest,7,0,,
Leeds,Chelsea,1,0,,
Wimbledon,Middlesbrough,0,0,,
Aston Villa,Newcastle,1,1,,
Man United,Southampton,4,1,,
Tottenham,Arsenal,2,1,,
Newcastle,Blackburn,1,0,,
Nott'm Forest,Wimbledon,4,1,,
Everton,Blackburn,1,0,,
Man City,Bolton,1,0,,
Coventry,Tottenham,2,3,,
Middlesbrough,Leeds,1,1,,
Chelsea,Sheffield Weds,0,0,,
Newcastle,Liverpool,2,1,,
West Ham,Aston Villa,1,4,,
Southampton,QPR,2,0,,
Arsenal,Man United,1,0,,
Bolton,Arsenal,1,0,,
Tottenham,Newcastle,1,1,,
Leeds,Coventry,3,1,,
Liverpool,Man City,6,0,,
Sheffield Weds,West Ham,0,1,,
Wimbledon,Southampton,1,2,,
QPR,Nott'm Forest,1,1,,
Aston Villa,Everton,1,0,,
Blackburn,Chelsea,3,0,,
Man United,Middlesbrough,2,0,,
Everton,Tottenham,1,1,,
Southampton,Liverpool,1,3,,
Middlesbrough,QPR,1,0,,
West Ham,Blackburn,1,1,,
Newcastle,Wimbledon,6,1,,
Arsenal,Aston Villa,2,0,,
Coventry,Sheffield Weds,0,1,,
Man City,Leeds,0,0,,
Chelsea,Man United,1,4,,
Nott'm Forest,Bolton,3,2,,
Wimbledon,West Ham,0,1,,
Sheffield Weds,Middlesbrough,0,1,,
Tottenham,Nott'm Forest,0,1,,
QPR,Newcastle,2,3,,
Liverpool,Coventry,0,0,,
Man United,Man City,1,0,,
Aston Villa,Chelsea,0,1,,
Leeds,Arsenal,0,3,,
Bolton,Everton,1,1,,
Blackburn,Southampton,2,1,,
Southampton,West Ham,0,0,,
Everton,Newcastle,1,3,,
Man United,Liverpool,2,2,,
Chelsea,Arsenal,1,0,,
Middlesbrough,Blackburn,2,0,,
Tottenham,Wimbledon,3,1,,
Nott'm Forest,Man City,3,0,,
Leeds,Sheffield Weds,2,0,,
Bolton,QPR,0,1,,
Coventry,Aston Villa,0,3,,
QPR,Tottenham,2,3,,
Newcastle,Chelsea,2,0,,
Blackburn,Coventry,5,1,,
Man City,Middlesbrough,0,1,,
Sheffield Weds,Man United,0,0,,
Aston Villa,Nott'm Forest,1,1,,
Arsenal,Southampton,4,2,,
Wimbledon,Leeds,2,4,,
West Ham,Everton,2,1,,
Liverpool,Bolton,5,2,,
Nott'm Forest,Everton,3,2,,
Chelsea,Southampton,3,0,,
Liverpool,Blackburn,3,0,,
Middlesbrough,Coventry,2,1,,
Man United,Bolton,3,0,,
Leeds,QPR,1,3,,
Sheffield Weds,Tottenham,1,3,,
Arsenal,West Ham,1,0,,
Aston Villa,Wimbledon,2,0,,
Newcastle,Man City,3,1,,
Middlesbrough,Southampton,0,0,,
West Ham,Chelsea,1,3,,
Man City,Arsenal,0,1,,
Wimbledon,Liverpool,1,0,,
Southampton,Newcastle,1,0,,
Tottenham,Leeds,2,1,,
Blackburn,Aston Villa,1,1,,
Bolton,Middlesbrough,1,1,,
Everton,Man United,2,3,,
Coventry,Nott'm Forest,1,1,,
QPR,Sheffield Weds,0,3,,
Newcastle,Middlesbrough,1,0,,
Southampton,Leeds,1,1,,
Liverpool,QPR,1,0,,
Wimbledon,Sheffield Weds,2,2,,
Chelsea,Coventry,2,2,,
Man City,Everton,0,2,,
West Ham,Tottenham,1,1,,
Aston Villa,Bolton,1,0,,
Arsenal,Nott'm Forest,1,1,,
Blackburn,Man United,1,2,,
Sheffield Weds,Newcastle,0,2,,
QPR,Man City,1,0,,
Man United,Wimbledon,3,1,,
Nott'm Forest,West Ham,1,1,,
Coventry,Arsenal,0,0,,
Tottenham,Liverpool,1,3,,
Leeds,Aston Villa,2,0,,
Bolton,Blackburn,2,1,,
Everton,Southampton,2,0,,
Middlesbrough,Chelsea,2,0,,
Man United,West Ham,2,1,,
QPR,Wimbledon,0,3,,
Nott'm Forest,Chelsea,0,0,,
Tottenham,Aston Villa,0,1,,
Sheffield Weds,Blackburn,2,1,,
Coventry,Man City,2,1,,
Everton,Arsenal,0,2,,
Bolton,Newcastle,1,3,,
Leeds,Liverpool,1,0,,
Arsenal,Middlesbrough,1,1,,
Chelsea,Everton,0,0,,
West Ham,Leeds,1,2,,
Wimbledon,Bolton,3,2,,
Man City,Tottenham,1,1,,
Aston Villa,Man United,3,1,,
Liverpool,Sheffield Weds,1,0,,
Southampton,Nott'm Forest,3,4,,
Blackburn,QPR,1,0,,
Newcastle,Coventry,3,0,,
