Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
22/05/2022,2021/22,Brighton,West Ham,3,1,H,0.0,1.0,A,K Friend,18.0,7.0,7.0,2.0,9.0,9.0,5.0,6.0,1.0,1.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Arsenal,Everton,5,1,H,2.0,1.0,H,A Marriner,26.0,6.0,9.0,2.0,8.0,9.0,12.0,2.0,0.0,1.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Liverpool,Wolves,3,1,H,1.0,1.0,D,A Taylor,29.0,7.0,8.0,5.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Crystal Palace,Man United,1,0,H,1.0,0.0,H,M Atkinson,6.0,10.0,3.0,4.0,12.0,22.0,3.0,6.0,2.0,4.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Norwich,Tottenham,0,5,A,0.0,2.0,A,C Kavanagh,9.0,19.0,0.0,13.0,13.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Chelsea,Watford,2,1,H,1.0,0.0,H,M Dean,19.0,8.0,8.0,3.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Leicester,Southampton,4,1,H,0.0,0.0,D,J Moss,12.0,7.0,6.0,2.0,10.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Burnley,Newcastle,1,2,A,0.0,1.0,A,C Pawson,12.0,8.0,5.0,6.0,8.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Man City,Aston Villa,3,2,H,0.0,1.0,A,M Oliver,24.0,4.0,5.0,2.0,5.0,11.0,13.0,1.0,0.0,1.0,0.0,0.0,20220522,Premier League
22/05/2022,2021/22,Brentford,Leeds,1,2,A,0.0,0.0,D,P Tierney,14.0,14.0,5.0,6.0,11.0,13.0,3.0,2.0,2.0,1.0,1.0,0.0,20220522,Premier League
19/05/2022,2021/22,Everton,Crystal Palace,3,2,H,0.0,2.0,A,A Taylor,12.0,7.0,6.0,5.0,9.0,13.0,4.0,5.0,2.0,3.0,0.0,0.0,20220519,Premier League
19/05/2022,2021/22,Aston Villa,Burnley,1,1,D,0.0,1.0,A,P Tierney,22.0,10.0,9.0,5.0,11.0,20.0,13.0,6.0,0.0,1.0,0.0,1.0,20220519,Premier League
19/05/2022,2021/22,Chelsea,Leicester,1,1,D,1.0,1.0,D,S Attwell,20.0,2.0,7.0,1.0,13.0,7.0,6.0,0.0,4.0,1.0,0.0,0.0,20220519,Premier League
17/05/2022,2021/22,Southampton,Liverpool,1,2,A,1.0,1.0,D,M Atkinson,4.0,24.0,2.0,5.0,6.0,6.0,1.0,9.0,2.0,0.0,0.0,0.0,20220517,Premier League
16/05/2022,2021/22,Newcastle,Arsenal,2,0,H,0.0,0.0,D,D England,16.0,11.0,4.0,2.0,11.0,8.0,12.0,8.0,0.0,3.0,0.0,0.0,20220516,Premier League
15/05/2022,2021/22,Aston Villa,Crystal Palace,1,1,D,0.0,0.0,D,C Kavanagh,13.0,16.0,4.0,4.0,11.0,15.0,1.0,5.0,1.0,3.0,0.0,0.0,20220515,Premier League
